,review_id,visit_id,review
991,991,5856,"I appreciated the hospital's efforts to create a child-friendly environment in the pediatric ward. The play area, though, could use more interactive and educational toys."
992,992,719,"The hospital staff demonstrated professionalism and empathy. Unfortunately, the lack of coordination among the nursing shifts affected the consistency of care."
993,993,308,"The hospital's commitment to patient-centered care was evident. However, the outdated magazines in the waiting area could use an upgrade."
994,994,8393,I had a positive experience with the hospital's pain management team. They were responsive to my needs and helped me cope during a challenging time.
995,995,2195,"The hospital's commitment to medical education and training was apparent. However, the limited visitation hours made it challenging for my family to be present."
996,996,7556,I encountered some issues with the billing department at the hospital. It took multiple calls to resolve the errors in my invoice.
997,997,876,"The hospital's commitment to research and innovation in healthcare was impressive. Unfortunately, the outdated decor in the rooms did not match the advanced medical technology."
998,998,7563,"I had a positive experience overall at the hospital. The medical staff was caring and attentive, and the facilities were modern and well-equipped."
999,999,9810,"The hospital's emergency response was swift and effective. However, the lack of follow-up after discharge left me feeling a bit abandoned."
1000,1000,730,"The hospital's dedication to sustainability and eco-friendly practices was commendable. However, the Wi-Fi connection in the rooms was unreliable."
1001,1001,3240,I was disappointed with the lack of communication between different departments in the hospital. It led to confusion about my treatment plan and discharge instructions.
1002,1002,6870,"The hospital staff was empathetic and supportive during my challenging time. The lack of parking spaces, though, made it difficult for my family to visit regularly."
1003,1003,4133,I had a positive experience with the hospital's palliative care team. They provided compassionate support during a difficult time for my family.
1004,1004,3573,"The hospital's commitment to patient privacy was reassuring. However, the outdated television in the room was a minor inconvenience during my stay."
